Time [ s ],Monitor Point: Coil12 X0 Z0089 (Temperature) [ K ]
0.9919999840,294.3320620000
0.9929999710,294.3331910000
0.9940000180,294.3343200000
0.9950000050,294.3354490000
0.9959999920,294.3365480000
0.9969999790,294.3376770000
0.9980000260,294.3388060000
0.9990000130,294.3399350000
1.0000000000,294.3410640000
1.0010000500,294.3421940000
1.0019999700,294.3433230000
1.0030000200,294.3444520000
1.0039999500,294.3455810000
1.0050000000,294.3467100000
1.0060000400,294.3478090000
1.0069999700,294.3489380000
1.0080000200,294.3500670000
1.0089999400,294.3511960000
1.0099999900,294.3523250000
1.0110000400,294.3534550000
1.0119999600,294.3545840000
1.0130000100,294.3556820000
1.0140000600,294.3568120000
1.0149999900,294.3579410000
1.0160000300,294.3590700000
1.0169999600,294.3601990000
1.0180000100,294.3612980000
1.0190000500,294.3624270000
1.0199999800,294.3635560000
1.0210000300,294.3646850000
1.0219999600,294.3658140000
1.0230000000,294.3669130000
1.0240000500,294.3680420000
1.0249999800,294.3691710000
1.0260000200,294.3703000000
1.0269999500,294.3713990000
1.0280000000,294.3725280000
1.0290000400,294.3736570000
1.0299999700,294.3747860000
1.0310000200,294.3758850000
1.0319999500,294.3770140000
1.0329999900,294.3781430000
1.0340000400,294.3792720000
1.0349999700,294.3803710000
1.0360000100,294.3815000000
1.0369999400,294.3826290000
1.0379999900,294.3837280000
1.0390000300,294.3848570000
1.0399999600,294.3859860000
1.0410000100,294.3870850000
1.0420000600,294.3882140000
1.0429999800,294.3893430000
1.0440000300,294.3904720000
1.0449999600,294.3915710000
1.0460000000,294.3927000000
1.0470000500,294.3937990000
1.0479999800,294.3949280000
1.0490000200,294.3960570000
1.0499999500,294.3971560000
1.0510000000,294.3982850000
1.0520000500,294.3994140000
1.0529999700,294.4005130000
1.0540000200,294.4016420000
1.0549999500,294.4027710000
1.0559999900,294.4038700000
1.0570000400,294.4049990000
1.0579999700,294.4060970000
1.0590000200,294.4072270000
1.0599999400,294.4083250000
1.0609999900,294.4094540000
1.0620000400,294.4105830000
1.0629999600,294.4116820000
1.0640000100,294.4128110000
1.0650000600,294.4139100000
1.0659999800,294.4150390000
1.0670000300,294.4161380000
1.0679999600,294.4172670000
1.0690000100,294.4183650000
1.0700000500,294.4194950000
1.0709999800,294.4206240000
1.0720000300,294.4217220000
1.0729999500,294.4228520000
1.0740000000,294.4239500000
1.0750000500,294.4250790000
1.0759999800,294.4261780000
1.0770000200,294.4273070000
1.0779999500,294.4284060000
1.0790000000,294.4295350000
1.0800000400,294.4306340000
1.0809999700,294.4317630000
1.0820000200,294.4328610000
1.0829999400,294.4339900000
1.0839999900,294.4350890000
1.0850000400,294.4362180000
1.0859999700,294.4373170000
1.0870000100,294.4384160000
1.0880000600,294.4395450000
1.0889999900,294.4406740000
1.0900000300,294.4417720000
1.0909999600,294.4428710000
1.0920000100,294.4440000000
1.0930000500,294.4450990000
1.0939999800,294.4461980000
1.0950000300,294.4473270000
1.0959999600,294.4484250000
1.0970000000,294.4495540000
1.0980000500,294.4506530000
1.0989999800,294.4517820000
1.1000000200,294.4528810000
1.1009999500,294.4539790000
1.1020000000,294.4551090000
1.1030000400,294.4562070000
1.1039999700,294.4573060000
1.1050000200,294.4584350000
1.1059999500,294.4595340000
1.1069999900,294.4606630000
1.1080000400,294.4617610000
1.1089999700,294.4628600000
1.1100000100,294.4639590000
1.1109999400,294.4650880000
1.1119999900,294.4661870000
1.1130000400,294.4672850000
1.1139999600,294.4684140000
1.1150000100,294.4695130000
1.1160000600,294.4706120000
1.1169999800,294.4717410000
1.1180000300,294.4728390000
1.1189999600,294.4739380000
1.1200000000,294.4750370000
1.1210000500,294.4761660000
1.1219999800,294.4772640000
1.1230000300,294.4783940000
1.1239999500,294.4794920000
1.1250000000,294.4805910000
1.1260000500,294.4816890000
1.1269999700,294.4827880000
1.1280000200,294.4839170000
1.1289999500,294.4850160000
1.1300000000,294.4861150000
1.1310000400,294.4872440000
1.1319999700,294.4883420000
1.1330000200,294.4894410000
1.1339999400,294.4905400000
1.1349999900,294.4916380000
1.1360000400,294.4927370000
1.1369999600,294.4938660000
1.1380000100,294.4949650000
1.1390000600,294.4960630000
1.1399999900,294.4971620000
1.1410000300,294.4982600000
1.1419999600,294.4993900000
1.1430000100,294.5004880000
1.1440000500,294.5015870000
1.1449999800,294.5026860000
1.1460000300,294.5037840000
1.1469999600,294.5048830000
1.1480000000,294.5060120000
1.1490000500,294.5071110000
1.1499999800,294.5082090000
1.1510000200,294.5093080000
1.1519999500,294.5104060000
1.1530000000,294.5115050000
1.1540000400,294.5126040000
1.1549999700,294.5137020000
1.1560000200,294.5148320000
1.1569999500,294.5159300000
1.1579999900,294.5170290000
1.1590000400,294.5181270000
1.1599999700,294.5192260000
1.1610000100,294.5203250000
1.1619999400,294.5214230000
1.1629999900,294.5225220000
1.1640000300,294.5236210000
1.1649999600,294.5247190000
1.1660000100,294.5258180000
1.1670000600,294.5269170000
1.1679999800,294.5280150000
1.1690000300,294.5291140000
1.1699999600,294.5302120000
1.1710000000,294.5313110000
1.1720000500,294.5324100000
1.1729999800,294.5335080000
1.1740000200,294.5346070000
1.1749999500,294.5357060000
1.1760000000,294.5368350000
1.1770000500,294.5379330000
1.1779999700,294.5390320000
1.1790000200,294.5401000000
1.1799999500,294.5411990000
1.1809999900,294.5422970000
1.1820000400,294.5433960000
1.1829999700,294.5445250000
1.1840000200,294.5455930000
1.1849999400,294.5466920000
1.1859999900,294.5477910000
1.1870000400,294.5488890000
1.1879999600,294.5499880000
1.1890000100,294.5510860000
1.1900000600,294.5521850000
1.1909999800,294.5532840000
1.1920000300,294.5543820000
1.1929999600,294.5554810000
1.1940000100,294.5565800000
1.1950000500,294.5576780000
1.1959999800,294.5587460000
1.1970000300,294.5598450000
1.1979999500,294.5609440000
1.1990000000,294.5620420000
1.2000000500,294.5631410000
1.2009999800,294.5642400000
1.2020000200,294.5653380000
1.2029999500,294.5664370000
1.2040000000,294.5675050000
1.2050000400,294.5686040000
1.2059999700,294.5697020000
1.2070000200,294.5708010000
1.2079999400,294.5718990000
1.2089999900,294.5729980000
1.2100000400,294.5740660000
1.2109999700,294.5751650000
1.2120000100,294.5762630000
1.2130000600,294.5773620000
1.2139999900,294.5784610000
1.2150000300,294.5795590000
1.2159999600,294.5806270000
1.2170000100,294.5817260000
1.2180000500,294.5828250000
1.2189999800,294.5839230000
1.2200000300,294.5850220000
1.2209999600,294.5860900000
1.2220000000,294.5871890000
1.2230000500,294.5882870000
1.2239999800,294.5893860000
1.2250000200,294.5904850000
1.2259999500,294.5915530000
1.2270000000,294.5926510000
1.2280000400,294.5937500000
1.2289999700,294.5948180000
1.2300000200,294.5959170000
1.2309999500,294.5970150000
1.2319999900,294.5981140000
1.2330000400,294.5991820000
1.2339999700,294.6002810000
1.2350000100,294.6013790000
1.2359999400,294.6024480000
1.2369999900,294.6035460000
1.2380000400,294.6046450000
1.2389999600,294.6057430000
1.2400000100,294.6068120000
1.2410000600,294.6079100000
1.2419999800,294.6090090000
1.2430000300,294.6100770000
1.2439999600,294.6111760000
1.2450000000,294.6122740000
1.2460000500,294.6133420000
1.2469999800,294.6144410000
1.2480000300,294.6155090000
1.2489999500,294.6166080000
1.2500000000,294.6177060000
1.2510000500,294.6188050000
1.2519999700,294.6198730000
1.2530000200,294.6209720000
1.2539999500,294.6220400000
1.2550000000,294.6231380000
1.2560000400,294.6242070000
1.2569999700,294.6253050000
1.2580000200,294.6264040000
1.2589999400,294.6274720000
1.2599999900,294.6285710000
1.2610000400,294.6296390000
1.2619999600,294.6307370000
1.2630000100,294.6318050000
1.2640000600,294.6329040000
1.2649999900,294.6340030000
1.2660000300,294.6350710000
1.2669999600,294.6361690000
1.2680000100,294.6372380000
1.2690000500,294.6383360000
1.2699999800,294.6394350000
1.2710000300,294.6405030000
1.2719999600,294.6415710000
1.2730000000,294.6426700000
1.2740000500,294.6437380000
1.2749999800,294.6448360000
1.2760000200,294.6459350000
1.2769999500,294.6470030000
1.2780000000,294.6481020000
1.2790000400,294.6491700000
1.2799999700,294.6502380000
1.2810000200,294.6513370000
1.2819999500,294.6524050000
1.2829999900,294.6535030000
1.2840000400,294.6545720000
1.2849999700,294.6556700000
1.2860000100,294.6567380000
1.2869999400,294.6578370000
1.2879999900,294.6589050000
1.2890000300,294.6600040000
1.2899999600,294.6610720000
1.2910000100,294.6621400000
1.2920000600,294.6632390000
1.2929999800,294.6643070000
1.2940000300,294.6654050000
1.2949999600,294.6664730000
1.2960000000,294.6675720000
1.2970000500,294.6686400000
1.2979999800,294.6697080000
1.2990000200,294.6708070000
1.2999999500,294.6718750000
1.3010000000,294.6729740000
1.3020000500,294.6740420000
1.3029999700,294.6751100000
1.3040000200,294.6762080000
1.3049999500,294.6772770000
1.3059999900,294.6783450000
1.3070000400,294.6794430000
1.3079999700,294.6805110000
1.3090000200,294.6815800000
1.3099999400,294.6826780000
1.3109999900,294.6837460000
1.3120000400,294.6848140000
1.3129999600,294.6859130000
1.3140000100,294.6869810000
1.3150000600,294.6880490000
1.3159999800,294.6891480000
1.3170000300,294.6902160000
1.3179999600,294.6912840000
1.3190000100,294.6923830000
1.3200000500,294.6934510000
1.3209999800,294.6945190000
1.3220000300,294.6955870000
1.3229999500,294.6966550000
1.3240000000,294.6977540000
1.3250000500,294.6988220000
1.3259999800,294.6998900000
1.3270000200,294.7009890000
1.3279999500,294.7020570000
1.3290000000,294.7031250000
1.3300000400,294.7041930000
1.3309999700,294.7052920000
1.3320000200,294.7063600000
1.3329999400,294.7074280000
1.3339999900,294.7084960000
1.3350000400,294.7095950000
1.3359999700,294.7106630000
1.3370000100,294.7117310000
1.3380000600,294.7127990000
1.3389999900,294.7138670000
1.3400000300,294.7149350000
1.3409999600,294.7160340000
1.3420000100,294.7171020000
1.3430000500,294.7181700000
1.3439999800,294.7192380000
1.3450000300,294.7203060000
1.3459999600,294.7214050000
1.3470000000,294.7224730000
1.3480000500,294.7235410000
1.3489999800,294.7246090000
1.3500000200,294.7256770000
1.3509999500,294.7267460000
1.3520000000,294.7278140000
1.3530000400,294.7289120000
1.3539999700,294.7299800000
1.3550000200,294.7310490000
1.3559999500,294.7321170000
1.3569999900,294.7331850000
1.3580000400,294.7342530000
1.3589999700,294.7353210000
1.3600000100,294.7363890000
1.3609999400,294.7374570000
1.3619999900,294.7385250000
1.3630000400,294.7396240000
1.3639999600,294.7406920000
1.3650000100,294.7417600000
1.3660000600,294.7428280000
1.3669999800,294.7438960000
1.3680000300,294.7449650000
1.3689999600,294.7460330000
1.3700000000,294.7471010000
1.3710000500,294.7481690000
1.3719999800,294.7492370000
1.3730000300,294.7503050000
1.3739999500,294.7513730000
1.3750000000,294.7524410000
1.3760000500,294.7535100000
1.3769999700,294.7545780000
1.3780000200,294.7556460000
1.3789999500,294.7567140000
1.3800000000,294.7577820000
1.3810000400,294.7588500000
1.3819999700,294.7599180000
1.3830000200,294.7609860000
1.3839999400,294.7620540000
1.3849999900,294.7631230000
1.3860000400,294.7641910000
1.3869999600,294.7652590000
1.3880000100,294.7663270000
1.3890000600,294.7673950000
1.3899999900,294.7684630000
1.3910000300,294.7695310000
1.3919999600,294.7705690000
1.3930000100,294.7716370000
1.3940000500,294.7727050000
1.3949999800,294.7737730000
1.3960000300,294.7748410000
1.3969999600,294.7759090000
1.3980000000,294.7769780000
1.3990000500,294.7780460000
1.3999999800,294.7791140000
1.4010000200,294.7801820000
1.4019999500,294.7812500000
1.4030000000,294.7822880000
1.4040000400,294.7833560000
1.4049999700,294.7844240000
1.4060000200,294.7854920000
1.4069999500,294.7865600000
1.4079999900,294.7876280000
1.4090000400,294.7886960000
1.4099999700,294.7897640000
1.4110000100,294.7908020000
1.4119999400,294.7918700000
1.4129999900,294.7929380000
1.4140000300,294.7940060000
1.4149999600,294.7950740000
1.4160000100,294.7961430000
1.4170000600,294.7971800000
1.4179999800,294.7982480000
1.4190000300,294.7993160000
1.4199999600,294.8003850000
1.4210000000,294.8014530000
1.4220000500,294.8024900000
1.4229999800,294.8035580000
1.4240000200,294.8046260000
1.4249999500,294.8056950000
1.4260000000,294.8067320000
1.4270000500,294.8078000000
1.4279999700,294.8088680000
1.4290000200,294.8099370000
1.4299999500,294.8110050000
1.4309999900,294.8120730000
1.4320000400,294.8131410000
1.4329999700,294.8141780000
1.4340000200,294.8152470000
1.4349999400,294.8163450000
1.4359999900,294.8173830000
1.4370000400,294.8184510000
1.4379999600,294.8195190000
1.4390000100,294.8205570000
1.4400000600,294.8216250000
1.4409999800,294.8226930000
1.4420000300,294.8237610000
1.4429999600,294.8248290000
1.4440000100,294.8258670000
1.4450000500,294.8269350000
1.4459999800,294.8280030000
1.4470000300,294.8290710000
1.4479999500,294.8301090000
1.4490000000,294.8311770000
1.4500000500,294.8322450000
1.4509999800,294.8332820000
1.4520000200,294.8343510000
1.4529999500,294.8353880000
1.4540000000,294.8364560000
1.4550000400,294.8375240000
1.4559999700,294.8385620000
1.4570000200,294.8396300000
1.4579999400,294.8406680000
1.4589999900,294.8417360000
1.4600000400,294.8428040000
1.4609999700,294.8438420000
1.4620000100,294.8449100000
1.4630000600,294.8459470000
1.4639999900,294.8470150000
1.4650000300,294.8480830000
1.4659999600,294.8491210000
1.4670000100,294.8501890000
1.4680000500,294.8512270000
1.4689999800,294.8522950000
1.4700000300,294.8533630000
1.4709999600,294.8544010000
1.4720000000,294.8554690000
1.4730000500,294.8565060000
1.4739999800,294.8575740000
1.4750000200,294.8586120000
1.4759999500,294.8596800000
1.4770000000,294.8607180000
1.4780000400,294.8617860000
1.4789999700,294.8628230000
1.4800000200,294.8638920000
1.4809999500,294.8649290000
1.4819999900,294.8659970000
1.4830000400,294.8670350000
1.4839999700,294.8681030000
1.4850000100,294.8691410000
1.4859999400,294.8702090000
1.4869999900,294.8712460000
1.4880000400,294.8723140000
1.4889999600,294.8733520000
1.4900000100,294.8744200000
1.4910000600,294.8754580000
1.4919999800,294.8764950000
1.4930000300,294.8775630000
1.4939999600,294.8786010000
1.4950000000,294.8796690000
1.4960000500,294.8807070000
1.4969999800,294.8817750000
1.4980000300,294.8828130000
1.4989999500,294.8838810000
1.5000000000,294.8849180000
1.5010000500,294.8859560000
1.5019999700,294.8870240000
1.5030000200,294.8880620000
1.5039999500,294.8891300000
1.5050000000,294.8901670000
1.5060000400,294.8912050000
1.5069999700,294.8922730000
1.5080000200,294.8933110000
1.5089999400,294.8943480000
1.5099999900,294.8954160000
1.5110000400,294.8964540000
1.5119999600,294.8975220000
1.5130000100,294.8985600000
1.5140000600,294.8995970000
1.5149999900,294.9006350000
1.5160000300,294.9017030000
1.5169999600,294.9027400000
1.5180000100,294.9038090000
1.5190000500,294.9048460000
1.5199999800,294.9058840000
1.5210000300,294.9069520000
1.5219999600,294.9079900000
1.5230000000,294.9090270000
1.5240000500,294.9100950000
1.5249999800,294.9111330000
1.5260000200,294.9121700000
1.5269999500,294.9132080000
1.5280000000,294.9142460000
1.5290000400,294.9153140000
1.5299999700,294.9163510000
1.5310000200,294.9173890000
1.5319999500,294.9184570000
1.5329999900,294.9194950000
1.5340000400,294.9205320000
1.5349999700,294.9215700000
1.5360000100,294.9226380000
1.5369999400,294.9236760000
1.5379999900,294.9247130000
1.5390000300,294.9257510000
1.5399999600,294.9268190000
1.5410000100,294.9278560000
1.5420000600,294.9288940000
1.5429999800,294.9299320000
1.5440000300,294.9309690000
1.5449999600,294.9320370000
1.5460000000,294.9330750000
1.5470000500,294.9341130000
1.5479999800,294.9351500000
1.5490000200,294.9361880000
1.5499999500,294.9372250000
