 Y [ m ], Velocity [ m s^-1 ]
0.0160608664,0.1656149477
0.0160758812,0.1627525091
0.0160908960,0.1597041339
0.0161059108,0.1566576958
0.0161209255,0.1547429711
0.0161359403,0.1529355496
0.0161509551,0.1511281133
0.0161659699,0.1493206918
0.0161809847,0.1475132853
0.0161959995,0.1457058489
0.0162110142,0.1438984424
0.0162260290,0.1420910358
0.0162410438,0.1402836293
0.0162560586,0.1384762228
0.0162710734,0.1366688162
0.0162860882,0.1348614097
0.0163011029,0.1330540180
0.0163161177,0.1312466264
0.0163311325,0.1294392198
0.0163461473,0.1276318282
0.0163611621,0.1258244664
0.0163761768,0.1240170747
0.0163911916,0.1222097054
0.0164062064,0.1204023361
0.0164212212,0.1185949519
0.0164362360,0.1167875901
0.0164512508,0.1149802432
0.0164662655,0.1131728888
0.0164812803,0.1113655269
0.0164962951,0.1095581800
0.0165113099,0.1077508628
0.0165263247,0.1059435308
0.0165413395,0.1041361913
0.0165563542,0.1023288816
0.0165713690,0.1005215794
0.0165863838,0.0987142697
0.0166013986,0.0969069749
0.0166164134,0.0950996876
0.0166314282,0.0932924077
0.0166464429,0.0914851353
0.0166614577,0.0896778777
0.0166764725,0.0878706351
0.0166914873,0.0860634074
0.0167065021,0.0842561796
0.0167215168,0.0824489594
0.0167365316,0.0806417689
0.0167515464,0.0788345858
0.0167665612,0.0770274177
0.0167815760,0.0752202719
0.0167965908,0.0734131411
0.0168116055,0.0716060251
0.0168266203,0.0697989315
0.0168416351,0.0679918602
0.0168566499,0.0661848113
0.0168716647,0.0643777922
0.0168866795,0.0625708103
0.0169016942,0.0607638545
0.0169167090,0.0589569248
0.0169317238,0.0571500398
0.0169467386,0.0553431921
0.0169617534,0.0535363927
0.0169767682,0.0517296381
0.0169917829,0.0499229468
0.0170067977,0.0481163152
0.0170218125,0.0463097468
0.0170368273,0.0445032604
0.0170518421,0.0426968597
0.0170668568,0.0414864868
0.0170818716,0.0403148867
0.0170968864,0.0391439386
0.0171119012,0.0383934267
0.0171269160,0.0377498455
0.0171419308,0.0371066183
0.0171569455,0.0364637710
0.0171719603,0.0358213224
0.0171869751,0.0351792946
0.0172019899,0.0345377065
0.0172170047,0.0338965952
0.0172320195,0.0332559682
0.0172470342,0.0326158740
0.0172620490,0.0319763348
0.0172770638,0.0313373841
0.0172920786,0.0306990650
0.0173070934,0.0300614145
0.0173221082,0.0294244718
0.0173371229,0.0287882909
0.0173521377,0.0281529129
0.0173671525,0.0275184046
0.0173821673,0.0268848278
0.0173971821,0.0262522399
0.0174121968,0.0256207194
0.0174272116,0.0249903463
0.0174422264,0.0243612174
0.0174572412,0.0237334184
0.0174722560,0.0231070686
0.0174872708,0.0224822816
0.0175022855,0.0218591988
0.0175173003,0.0212379619
0.0175323151,0.0206187461
0.0175473299,0.0200017318
0.0175623447,0.0193871353
0.0175773595,0.0187751874
0.0175923742,0.0181661639
0.0176073890,0.0175603628
0.0176224038,0.0169581324
0.0176374186,0.0163598619
0.0176524334,0.0157660097
0.0176674481,0.0151770888
0.0176824629,0.0145937027
0.0176974777,0.0140165333
0.0177124925,0.0134463878
0.0177275073,0.0128841959
0.0177425221,0.0123310490
0.0177575368,0.0117882164
0.0177725516,0.0112571921
0.0177875664,0.0107397269
0.0178025812,0.0102378782
0.0178175960,0.0097540561
0.0178326108,0.0092910770
0.0178476255,0.0088522118
0.0178626403,0.0084412247
0.0178776551,0.0080623766
0.0178926699,0.0077204020
0.0179076847,0.0074204006
0.0179226995,0.0071676434
0.0179377142,0.0069672768
0.0179527290,0.0069055888
0.0179677438,0.0069595450
0.0179827586,0.0070145479
0.0179977734,0.0070705735
0.0180127881,0.0070105451
0.0180278029,0.0069536283
0.0180428177,0.0068980251
0.0180578325,0.0068437690
0.0180728473,0.0067908922
0.0180878621,0.0067394259
0.0181028768,0.0066894032
0.0181178916,0.0066408571
0.0181329064,0.0065938197
0.0181479212,0.0065483237
0.0181629360,0.0065044016
0.0181779508,0.0064620855
0.0181929655,0.0064214063
0.0182079803,0.0063823969
0.0182229951,0.0063450863
0.0182380099,0.0063095069
0.0182530247,0.0062756692
0.0182680395,0.0062250854
0.0182830542,0.0061798804
0.0182980690,0.0061375541
0.0183130838,0.0060981675
0.0183280986,0.0060617761
0.0183431134,0.0060284347
0.0183581281,0.0059981956
0.0183731429,0.0059711048
0.0183881577,0.0059472043
0.0184031725,0.0059265350
0.0184181873,0.0059091295
0.0184332021,0.0058950158
0.0184482168,0.0058842199
0.0184632316,0.0058767581
0.0184782464,0.0058726440
0.0184932612,0.0058718845
0.0185082760,0.0058744806
0.0185232908,0.0058804275
0.0185383055,0.0058897161
0.0185533203,0.0059023309
0.0185683351,0.0059182490
0.0185833499,0.0059374454
0.0185983647,0.0059598875
0.0186133794,0.0059855389
0.0186283942,0.0060143583
0.0186434090,0.0060463012
0.0186584238,0.0060813180
0.0186734386,0.0061193560
0.0186884534,0.0061603594
0.0187034681,0.0062042684
0.0187184829,0.0062510222
0.0187334977,0.0063005588
0.0187485125,0.0063528116
0.0187635273,0.0064077144
0.0187785421,0.0064652008
0.0187935568,0.0065252008
0.0188085716,0.0065876460
0.0188235864,0.0066524693
0.0188386012,0.0067196004
0.0188536160,0.0067889704
0.0188686308,0.0068605128
0.0188836455,0.0069341594
0.0188986603,0.0070098438
0.0189136751,0.0070875022
0.0189286899,0.0071670674
0.0189437047,0.0072484803
0.0189587194,0.0073316763
0.0189737342,0.0074165980
0.0189887490,0.0075031845
0.0190037638,0.0075913798
0.0190187786,0.0076811286
0.0190337934,0.0077723768
0.0190488081,0.0078650722
0.0190638229,0.0079591647
0.0190788377,0.0080546048
0.0190938525,0.0081513459
0.0191088673,0.0082493406
0.0191238821,0.0083485469
0.0191388968,0.0084489211
0.0191539116,0.0085137151
0.0191689264,0.0085515408
0.0191839412,0.0085896598
0.0191989560,0.0086280676
0.0192139708,0.0086667612
0.0192289855,0.0087057380
0.0192440003,0.0087449923
0.0192590151,0.0087845204
0.0192740299,0.0088243205
0.0192890447,0.0088643879
0.0193040594,0.0089047179
0.0193190742,0.0089453086
0.0193340890,0.0089861564
0.0193491038,0.0090272566
0.0193641186,0.0090686055
0.0193791334,0.0091102021
0.0193941481,0.0091520417
0.0194091629,0.0091941189
0.0194241777,0.0092320489
0.0194391925,0.0091858916
0.0194542073,0.0091455458
0.0194692221,0.0091052968
0.0194842368,0.0090651447
0.0194992516,0.0090250904
0.0195142664,0.0089851366
0.0195292812,0.0089452835
0.0195442960,0.0089055346
0.0195593107,0.0088658882
0.0195743255,0.0088263480
0.0195893403,0.0087869139
0.0196043551,0.0087475888
0.0196193699,0.0087083727
0.0196343847,0.0086692683
0.0196493994,0.0086302767
0.0196644142,0.0085913986
0.0196794290,0.0085526370
0.0196944438,0.0085139927
0.0197094586,0.0084754676
0.0197244734,0.0084370626
0.0197394881,0.0083987806
0.0197545029,0.0083606225
0.0197695177,0.0083225900
0.0197845325,0.0082846852
0.0197995473,0.0082469089
0.0198145621,0.0082092630
0.0198295768,0.0081717512
0.0198445916,0.0081343735
0.0198596064,0.0080971317
0.0198746212,0.0080600288
